V1,V2,Dennis Cliff Smith,
Coziest Â©¨¹¦Â©â¨¹¦Ë,"Alexandria, LA",Louisiana,
Chuck Wolken,"Plano, TX",Texas,
Matthew Okoye,"Grand Prairie, TX",Texas,
"Rock Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹&Â©¨¹¦Â©â¨¹¦¬""East Sumter"," SC""",South carolina,
Joseph Scott Hardee,"Fort Worth, TX",Texas,
Diablo Verde,"Atlanta, GA",Georgia,
Zach Lathrop,"Savannah, GA",Georgia,
BeautifulMuthaFucka,GA,Georgia,
masonorr,"Fort Worth, TX",Texas,
Chris Hsiao,"Dallas, TX",Texas,
Bumpy Johnson,"New Britain, CT",Connecticut,
Fry,"Cincinnati, Ohio",Ohio,
Seven,"Channelview, TX",Texas,
J.Gruszka,"Mesquite, TX",Texas,
"r. p. craven Â©¨¹¦Â©â¨¹¦¬""funkytown"," TX""",Texas,
1knyz[&,"York, PA",Pennsylvania,
Galley Stores,"New Bern, NC",North Carolina,
Matt Waaland,"Hartford, CT",Connecticut,
Hunter Brauer,"Fort Worth, TX",Texas,
Brett Oswalt,"Pittsburgh, PA",Pennsylvania,
Taylor Dulaney,"Chapel Hill, NC",North Carolina,
Real Talk X-men,"Dallas, TX",Texas,
Brian Moorehead,"Honolulu, HI",Hawaii,
malcolm shakur,"Dallas, TX",Texas,
Sa'Von Newsome,Indiana ,Indiana,
Hernandez_Ornelas_J,"Goldsboro, NC",North Carolina,
Adam Rosen,"Dallas, TX",Texas,
James Payne Jr.,"Atlanta,GA",Georgia,
"Dez Miller!""","Vicksburg, MS",Mississippi,
Michael Daniel Sr,"Tyler, TX",Texas,
Rodrigo Mendoza,"Dallas, TX",Texas,
Garry Battle,"Dallas, TX",Texas,
Rick Burton,"Flossmoor, IL",Illinois,
Micah  Â©¨¹¦Â©â¨¹f&,"Jefferson City, MO",Missouri,
Brittney D.,"Columbus, Ohio ",Ohio,
ali,"San Diego, CA ",California,
Prescott Vetter,"Southlake, TX",Texas,
Lakers '17-'18Champs,"Escondido, CA",California,
Kangaroo,"The Colony, TX",Texas,
Teamtakeover4life,"Duncanville, TX",Texas,
dylan,"Denton, TX",Texas,
ILOVEjuan,"Portland, OR",Oregon,
sam,"Napa, CA",California,
~ U;; ~,"Fucking your mom, MA",Massachusetts,
Jason Sasser Jr.,"Dallas, TX",Texas,
"Â©¨¹¦Â©â¨¹¦¬""Bad News", VA'¢Çreensboro," NC""",North Carolina
Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦ÁustinÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬Texas,Texas,,
JP,"Cincinnati, OH",Ohio,
nathan godoy,"Inglewood, CA",California,
benzel pugh,"Chicago, IL",Illinois,
Leilani aka Lei Lei,"Scottsdale, AZ",Arizona,
Brian McCarty,"Dallas, Texas",Texas,
Adam Quintero,"Charlotte, NC",North Carolina,
Santiago,"Mission, TX",Texas,
Boomer Bakich,"West Point, NY",New York,
The Truth1087,"Houston, Texas",Texas,
LeBron,"Brodheadsville, PA",Pennsylvania,
Alejandro,"Houston, TX",Texas,
"Ny Tyson Â©¨¹¦Â©â¨¹¦¬""Lima"," OH""",Ohio,
Chewey,"Dallas, TX",Texas,
RJayy Rose,"Brooklyn, NY",New York,
#RiP2 < ,"Nearest Gym, TX",Texas,
Groovy Lo,"Compton, CA",California,
Jay Howard,"Ottawa, KS",Kansas,
"jaylen (:' Â©¨¹¦Â©â¨¹¦¬""Mansfield"," TX""",Texas,
Patrick Colberg,"Missoula, Montana",Montana,
P.Breezy,"Atlanta, GA",Georgia,
Bryan,"Dallas, TX",Texas,
Jeremy Cruz,"Santa Cruz, CA",California,
Joshua Heyward,"Charlotte, NC",North Carolina,
"Mark Cleopev  Â©¨¹¦Â©â¨¹¦¬""Clutch City"," Minnesota""",Minnesota,
Skyler Hefley,"Tyler, TX",Texas,
InRomoWeTrust,"Waco, TX",Texas,
Money,"Dallas, TX",Texas,
michael mandala,"Tucson, AZ",Arizona,
MikeZ,NY,New York,
"RodneyJohnsonJrÂ©¨¹¦Â©â¨¹¦¬""Bryan"," TX""",Texas,
John Smist,"Wilmington, NC",North Carolina,
Enrique Gomez,"Houston,TX",Texas,
TOLO,"Bay Area, CA",California,
Cathy Procton,"High Point, NC",North Carolina,
ROSAS,"Oak Cliff, TX ",Texas,
Arthur Chavez,"Lakeway, TX",Texas,
Kayliyah Williams,"Huntsville, TX",Texas,
Jhamad Norwood,"Los Angeles, CA",California,
RONDOFTH,"Carthage, TX",Texas,
Fredreke Riley,"Montgomery,Alabama",Alabama,
Jacob Rogers,Texas,Texas,
Mike Hogan,"Prosper, Texas",Texas,
Marquez Hurst,"Winston-Salem, NC",North Carolina,
Zach Peters,"Waco, Texas",Texas,
Damon Williams,"San Jose, CA",California,
Aris Morton,"San Francisco, CA",California,
Matthew Swanson,"Winter Park, FL",Florida,
Daniel Smith,"Oklahoma City, OK",Oklahoma,
Dee(',"Rowlett, TX",Texas,
Craig Black,"Spearman, TX",Texas,
BABYKTHESTAR,"DALLAS, TX",Texas,
Paul Andre,"Dallas, TX",Texas,
Michael Obi,"Dallas, TX",Texas,
Blake,"Allen, TX",Texas,
Javon,"Oklahoma City, OK",Oklahoma,
Hope Dorton,"Tampa, FL",Florida,
Zack Trivedi,"Chicago, IL",Illinois,
Kayia Starling,"Fayetteville, NC",North Carolina,
Eric,"Seattle, WA",Washington,
Brian Loring,"Portland, ME",Maine,
Josiah,"San Diego, CA",California,
Kyle Tatum,"Rockwall, Texas",Texas,
Michael O'Grady,"Fort Worth, TX",Texas,
"Huey Freeman
'Â©¨¹¦Â©â¨¹¦¢,Astroworld"," TX""",Texas,
chim,TX,Texas,
TDL_TEXAS,"DEE-EFF-DUB, TX",Texas,
Rob Mani,"Weymouth, MA",Massachusetts,
david,"Perry Hall, MD",Maryland,
"Â©¨¹¦Â©â¨¹¦¬""St Louis"," MO""",Missouri,
Coach Mitchell,"Crandall, Texas",Texas,
Gregg Calvin,"Dallas/Abilene, Texas",Texas,
Al Pacino,"Los Angeles, CA",California,
Sam Swift,"Toledo, OH",Ohio,
Monica Borja,"Dallas, TX",Texas,
AÃ¼j,"Dallas, TX",Texas,
Fuze Ex,"Plano, TX",Texas,
D.A.,"Los Angeles, CA ",California,
¢Êawan Â©¨¹¦Â©â¨¹¦¨14-2&),"New Orleans, LA",Louisiana,
will cannon,"Orange County, CA ",California,
AnimeHunter,"Americus, GA",Georgia,
Josh Brown,"Tulsa, OK",Oklahoma,
Collin Hayes,"Chicago, Illinois",Illinois,
SP,Maryland,Maryland,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Roanoke"," Virginia""",Virginia,
MC Bacon Soda,Texas,Texas,
austin barrera,"Ireton, IA",Iowa,
#SosaKobra,"Chattanooga, TN",Tennessee,
"V-MacÂ©¨¹¦Â©â¨¹¦¬""Statesboro"," GA""",Georgia,
Mirandaa,"San Marcos, TX",Texas,
"Evander Pierre Â©¨¹¦Â©â¨¹¦¬""Boston"," MA""",Massachusetts,
Kenyatta Battle,"San Antonio, TX",Texas,
Marco Avila,"Rockwall, TX",Texas,
Hayden,"Fort Worth, TX",Texas,
Dzifa,"Tyler, TX",Texas,
"#RipNateÂ©¨¹¦Â©â¨¹¦¬""New Orleans"," LA""",Louisiana,
saydou sow,"Memphis,Tennessee",Tennessee,
Ruben Garza,"Dallas, TX",Texas,
Brad Beheler,"Waco, TX",Texas,
Chase Wall,"Van Alstyne, Texas",Texas,
RaShawn Calvert,"McPherson, KS",Kansas,
Jennifer Sauvignet,"Laredo, Texas",Texas,
Zy'Terrius bates,"Lebanon, TN",Tennessee,
Edmooooo5,"Broken Arrow, OK",Oklahoma,
Justin Fitzgerald,"Grapevine, TX",Texas,
Tray4Three,"Atascocita, TX",Texas,
Adam,"Dallas, TX",Texas,
D_M_,"Charlotte, NC ",North Carolina,
Daniel Candanoza,"Progreso, TX",Texas,
Iamjakestyron,"Raleigh, NC",North Carolina,
Dave shin,"Plano, TX",Texas,
HoodieChris,"Harrisburg, PA",Pennsylvania,
brock mccarty,"Heath, TX",Texas,
Kobe M1l gr4l,"Los Angeles, CA",California,
ChrisWilliams,"Tyler, TX",Texas,
Ben Haase,"Dallas, TX",Texas,
Joseph Sudberg,"Great Neck, NY",New York,
Chris Godwin,"Dallas, TX",Texas,
7Texas7,"Dallas, TX",Texas,
Michael Meadows-',"Arlington, TX",Texas,
Takyra Kianna Marin,"Fort Bliss, TX",Texas,
JR,"Dallas, TX",Texas,
Freddy Ventura,"Lawrence, KS",Kansas,
John Dixon,"Princeton, TX",Texas,
matthew trembley,"Normal, IL",Illinois,
Gennadiy Shevtsov,"Orange Park, FL",Florida,
Mark Elliot Stephens,Texas,Texas,
-'Dez Caught It-',"Greenville, NC",North Carolina,
La Farah,"Dallas, TX",Texas,
Ethan Oliver,"Southlake, TX",Texas,
Keller Boothby,"Dallas, TX",Texas,
Du'Ron,MA,Massachusetts,
-'JACK-',Texas ,Texas,
Jeff Logstn,"Arlington, TX",Texas,
A.B.&,"Seaside, CA",California,
L'ayflowerL'ike Â©¨¹¦Â©â¨¹ (SdS),"Columbus, OH",Ohio,
C.L. Burrough,"Irving,TX",Texas,
Steve Slobin,"Birmingham, MI",Michigan,
"CarissaWho Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Baltimore"," MD""",Maryland,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Tampa"," FL""",Florida,
Titans 6-4,KY,Kentucky,
Cedric Wilcots II,"Dallas, Tx ' Las Cruces,NM",New mexico,
Chris Tschoepe,Texas,Texas,
Tuan,"Houston, TX",Texas,
Andrew Pelc,"Southbridge, MA",Massachusetts,
"Thomas '¢Â©â¨¹¦Â©â¨¹¦¬""Kirkland"," Washington""",Washington,
Randy Cook,"Myrtle Beach, SC",South carolina,
Raeeeeeee .,"Fayetteville, NC ",North Carolina,
Johnathon Brasfield,"Starkville, MS",Mississippi,
Caleb Miller,"Tyler, TX",Texas,
Tony,"Miami, FL",Florida,
Aaron Van Horn,"Ann Arbor, MI",Michigan,
Ron Tamlyn,"Dallas, Texas",Texas,
RUDEBOY,"Orlando,Florida",Florida,
Ben Titmas,"Cincinnati, OH",Ohio,
Justin Sorrell,"Raleign, NC",North Carolina,
XDemiGodOG,"St Petersburg, FL",Florida,
GIO.B,"Miami, FL",Florida,
Eleison,"San Antonio, TX",Texas,
Captain $hankar,"Chiraq, IL",Illinois,
Type-ZERO,"Dallas, TX",Texas,
Zain,"Dallas, TX",Texas,
Ryan,"Plano, TX",Texas,
keymon,"Arlington, TX ",Texas,
EJ,"Gainesville, FL ' Seattle, WA",Washington,
Sheldon Metz,"Fort Worth, TX",Texas,
Chace Dollas,Texas,Texas,
¢Ôommy,Texas,Texas,
BRey20,"Sacramento, CA",California,
eddy,"Houston, TX",Texas,
"Â©¨¹¦Â©â¨¹¦¬""Dallas"," TX""",Texas,
Matt Maloney,"Ithaca, NY & Commack, NY",New York,
SCOUT Fantasy,"Las Vegas, NV",Nevada,
David Coats II,"Gator Nation, Indiana",Indiana,
Shane Hoffmann,"Ann Arbor, MI",Michigan,
Taylor Doty,"Weiser, ID",Idaho,
Dean Romans,"Denton County, Texas",Texas,
Alex Martinez,"Dallas, TX",Texas,
Pack Osiris,"Florence, KY",Kentucky,
Shurland Oliver,"New York, NY",New York,
!!,"Dallas, TX",Texas,
Jonathan Lamb,"Dallas, TX",Texas,
LSU/Saints/Pelicans,"Baton Rouge,Louisiana ",Louisiana,
Grant Pacanovsky,"Raleigh, NC",North Carolina,
Juan Valle,"Avenal, CA",California,
John Harrison,"Newport News,Virginia",Virginia,
DamesMalone,"Juice County, CA",California,
Adam Wisniewski,"Tampa, FL",Florida,
Ethan Lunn,"Tolar, TX",Texas,
MarQuan Hopkins,"Kansas City, MO",Missouri,
Nick Taglienti,"Charleston, SC",South carolina,
Ryan Burch,"Myrtle Beach, SC",South carolina,
Joel Prestil,"Dallas, TX",Texas,
Ryan Nia,"Tempe, AZ",Arizona,
i m,"Los Angeles, CA",California,
Broncos_21,LA,Louisiana,
Trey Holmes,"Frisco, TX",Texas,
"DezÂ©¨¹¦Â©â¨¹¦¬""Corpus Christi"," TX""",Texas,
brady hauger,"McKinney, TX",Texas,
SageMaster,"Dallas, TX",Texas,
dallassooner,"Dallas, TX",Texas,
Jessica Berman,"Houston, TX ",Texas,
Joe Trahan,"Dallas,TX",Texas,
"K-Muney!""","Frisco, TX",Texas,
Anthony Bordner,"Des Moines, WA",Washington,
Slayton,"San Marcos, TX",Texas,
"Pen Affleck v Â©¨¹¦Â©â¨¹¦¬""Virginia Beach"," VA""",Virginia,
Vince Rodriguez,"San Antonio, TX",Texas,
SCHLIM HARDAWAY,"Los Angeles, CA",California,
wussell wessbrook,"Los Angeles, CA",California,
Nate,"San Diego, CA",California,
ap,"Dallas, Texas",Texas,
Devin Foster,"Spartanburg,SC",South carolina,
Mond,"Richmond, TX",Texas,
Cowboys 5-5,"Little Elm, TX",Texas,
#CowboysNation,"Fort Worth, TX",Texas,
mathew,"Colorado Springs, CO",Colorado,
"Brandon. Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Dallas"," TX""",Texas,
"Â©¨¹¦Â©â¨¹¦¬""Queens", NY/Bouldercrest Rd," GA""",Georgia
Madison Moran,"Virginia Beach, VA",Virginia,
Rocquan,"Knightdale, NC",North Carolina,
"Woodsy Â©¨¹¦Â©â¨¹¦¬""Fort Worth"," TX""",Texas,
Samson Haynes,Indianapolis,Indianapolis,
Ugonna Anuonyemere,"Boston, MA",Massachusetts,
tim hughes,"Austin, TX",Texas,
Daaeee,"Columbus, OH",Ohio,
Alex Salazar,"Dallas, TX",Texas,
John White,"Highland Village, TX",Texas,
"Ben Simmons v Â©¨¹¦Â©â¨¹¦¬""Austin"," TX""",Texas,
"tre`Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Indianapolis"," IN""",Indiana,
Hunter Boone,"Hutto, TX",Texas,
Travis Love,"Dallas, TX",Texas,
"¨¹ phill williamson ¨¹¦¬""Marlin"," TX""",Texas,
Robert Sanders,"Cleveland, OH",Ohio,
Lukas Smeraglia,Alabama,Alabama,
Chris Walsh,"Manhattan, NY",New York,
ROChiavelli,"Greenville, NC",North Carolina,
Michael Brangle,"Raleigh, NC",North Carolina,
ricky ricardo,Texas,Texas,
Yiannis Ireland,"Portland,Oregon",Oregon,
David Heard,"Dallas, TX",Texas,
-'Rondra-',"Fort Worth, TX",Texas,
Keith Moore,"Platteville, WI",Wisconsin,
Blake Goddard,"DFW, Texas",Texas,
Corvell,"St.Louis, MO",Missouri,
Jasmin Alvarez,"Paramount, CA",California,
"Nessa Â©¨¹¦Â©â¨¹¦¬""Dallas"," TX""",Texas,
Caesar,"Dayton, Ohio",Ohio,
Georgina Vint,"Dallas, TX",Texas,
X,California,California,
Nathanael,"Brushy Creek, TX",Texas,
Elijah CurryD',"Clayton, NC",North Carolina,
Dave Dupont,"Wrightsville Beach, NC",North Carolina,
Levi J. Smith,"Tyler, TX",Texas,
Lavon Headen,"Asheboro, NC",North Carolina,
"B Robinson Â©¨¹¦Â©â¨¹¦¬""Chapel Hill"," NC""",North Carolina,
Danny Saint,"Forney, TX ",Texas,
Â©¨¹¦Â©â¨¹¦ËEETÂ©¨¹¦Â©â¨¹¦¬Florida ,Florida,,
Michael Seaborn,"Austin, TX",Texas,
Quinn,"North Myrtle Beach, SC",South carolina,
Luis Gonzalez,"Dallas, TX",Texas,
pete bari,"Dallas, TX",Texas,
RAIDER965',"Dallas, TX",Texas,
MW2 3 ,"Houston, TX",Texas,
Neal Christian,"Stone Mountain, GA",Georgia,
Lab_Junkie &,"Charlotte, NC",North Carolina,
Cesar Oviedo,"Dallas, TX",Texas,
WAR ZADDY,"Pleasant Grove, DDD, TX",Texas,
CR,"Memphis, TN",Tennessee,
"TÂ©¨¹¦Â©â¨¹¦¬""Lebanon"," PA""",Pennsylvania,
Andrew Bobrowski,"Metuchen, NJ",New jersey,
Tony Brown,Kansas ,Kansas,
Richie Mane,"Goldsboro, NC",North Carolina,
"Cori Hill, Sr.","Memphis, TN",Tennessee,
LarryLove,"Portland, ME",Maine,
Pirouz K.,"Plano, TX",Texas,
Ronnie 2K 2K18,"Novato, CA",California,
"Uncle Taee Â©¨¹¦Â©â¨¹¦¬""Fore$tHill"," Texas""",Texas,
luis chavez,Raleigh,Raleigh,
Jeff Alkire,"Roy, UT",Utah,
Michael Karl,"New Philadelphia, OH",Ohio,
Invaluable V,Texas,Texas,
Allen Humphris,"Dallas, TX",Texas,
Cam,"Louisville, KY",Kentucky,
"P E T T Y Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹
 @&","Greensboro, NC",North Carolina,
Jamyhia mattox,"Athens, GA",Georgia,
Joshua G,"Dallas, TX",Texas,
Kea,"San Antonio, TX",Texas,
Justin Clifton,"Ft. worth, Texas",Texas,
Justin,"Greensboro, NC",North Carolina,
James Tomson,"Dallas, TX",Texas,
Tim Wolk,"Dallas, TX",Texas,
Hailey Mueller,"Louisville, KY",Kentucky,
Luke Dowd,"Lake Murray, SC",South carolina,
mama,"Houston, TX",Texas,
Rich.,"Arlington, TX",Texas,
Conner Safford,"Dallas, TX - Irvine, CA ",California,
Andrew,"Greenville, NC",North Carolina,
"NineU+¢ÔhreeÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Magnolia"," NC""",North Carolina,
Houston,NC,North Carolina,
Nicholas Wanzenried,"Frisco, TX",Texas,
Travis Walker,"Jackson Hole, Wyoming",Wyoming,
Jackson Slade,"Macon, GA",Georgia,
lizishi,"Richardson, TX",Texas,
Scott Airitam,"Rowlett, Texas",Texas,
Nick Kusko,"Charlotte, NC",North Carolina,
Aaron,"Dallas, TX",Texas,
neil fraser,"Lake Zurich, IL",Illinois,
Dominique McFadden,"West Palm Beach, FL",Florida,
1K,Ohio,Ohio,
Gideon T. Russell,"FTW, TX",Texas,
Â©¨¹¦Â©â¨¹¦ÅARLÂ©¨¹¦Â©â¨¹ 3 Â©¨¹¦Â©â¨¹¦¬Maryland,Maryland,,
BGCsports Network,"Fort Worth, Texas",Texas,
Jordan Ransom,"Louisville,KY",Kentucky,
Andr,"Dallas, TX",Texas,
Man Movement Project,"Celina, TX",Texas,
Six'Two,Texas,Texas,
Van Dam,"Queens, NY Â©¨¹¦Â©â¨¹ Arlington, TX",Texas,
lil ty$ x ,"Houston, TX",Texas,
yung rambo ,"Raleigh, NC",North Carolina,
Solano,"Austin, TX",Texas,
Jarett Nunez,"Dallas, TX",Texas,
Andres Martinez,"Richmond, CA",California,
"SHAQ Â©¨¹¦Â©â¨¹¦¬""Jacksonville"," Florida""",Florida,
"Jay D. McCallumÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Edinburg"," TX""",Texas,
"RobbbieÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Reynoldsburg"," OH""",Ohio,
JreÂ©¨¹¦Â©â¨¹,"Monticello, AR",Arkansas,
Alfredo Miranda,"Yuma, AZ",Arizona,
D-MILL,"Oklahoma City, OK",Oklahoma,
Alec,"Goldston, NC",North Carolina,
Reemo,"Detroit, MI",Michigan,
"Â©¨¹¦Â©â¨¹¦¬""Portland"," OR""",Oregon,
Ju,"Norwich, CT",Connecticut,
=0¢árc Sonnen,"St Paul, MN",Minnesota,
Panchito Juanchito,"Knightdale, NC",North Carolina,
"yamfamwavyÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Greenfield"," IL""",Illinois,
Joe Klein,"Baltimore, MD",Maryland,
Jeff Lively Jr.,Texas,Texas,
Bobby Duncan,"From Fayetteville, NC",North Carolina,
Albert Feng,"Raleigh, NC",North Carolina,
Marco Romo,"Dallas, Texas",Texas,
stevie jL',"Raleigh, NC",North Carolina,
CYCLOPS,"Dallas, Texas",Texas,
Jacob Thionnet,"Edmond, OK",Oklahoma,
Tobyyy,Virginia,Virginia,
Aaron Petty,"Princeton, TX",Texas,
Joshua Davis,"Denison, TX",Texas,
Yannis Shafi,"Southlake, TX",Texas,
Zach Epstein,"Dallas, TX",Texas,
Rick Lewis,"Statesville, NC",North Carolina,
Ka'meron Sudds (Kamkam),"Shreveport, LA",Louisiana,
Jordan Nugent,"Sacramento, CA",California,
Zach Olson,"Fort Worth, TX",Texas,
Patrick J. Allen,"Dallas, TX",Texas,
C Plus,"Franklin, IN",Indiana,
Andy Newberry,"Wichita Falls, Texas",Texas,
Chris Schmitz,Georgia ,Georgia,
Jamie Plunkett,"Dallas, Texas",Texas,
Darien Clark,"Dallas, TX",Texas,
Kola Alade,"Dallas, TX",Texas,
mr. fish Â©¨¹¦Â©â¨¹¦Ë,"Charlotte, NC",North Carolina,
dominquejoyce r0,"Roanoke, VA",Virginia,
Gustavo Perez,"Dallas, TX",Texas,
Ron Waldon III,"Raleigh, NC",North Carolina,
Elon Edwards,"Raleigh, NC",North Carolina,
manny martin,"Tempe, AZ",Arizona,
Reid Salmon,"Raleigh, NC ",North Carolina,
Kerry R. Roney II,"Dallas,Texas",Texas,
Patrick Malone,"Dallas, TX",Texas,
CJ Ratliff,"Midland, TX",Texas,
Royce Torres,"Las Vegas, NV",Nevada,
justin cameron,"York, PA",Pennsylvania,
luiz#5,"Weston, FL",Florida,
j,"Pittsburgh, PA",Pennsylvania,
Jared Wheeler,"Waxahachie, TX",Texas,
Chris Sullivan,Texas,Texas,
"BuLL Â©¨¹¦Â©â¨¹¦¡""","Boston, MA",Massachusetts,
D.B. Cooper,"Atlanta, GA",Georgia,
-'Steve Perkins-',"Fort Worth, TX",Texas,
Renny Mason,"Dickinson, Texas",Texas,
Todd Paige,"Plano, Texas",Texas,
Sean Black,"Indianapolis, IN",Indiana,
Victor Davis,"Garland, TX",Texas,
Anthony Eichler,"Dallas, TX",Texas,
TraVon L. Jackson,"Fayetteville, NC",North Carolina,
J Roc,"South Park, CO ",Colorado,
Q.D. Gipson,"Cedar Hill/Dallas, TX ",Texas,
Niko Mccarter,"McCordsville, IN",Indiana,
Trey Deuce< ,"Ardmore, OK",Oklahoma,
"phases Â©¨¹¦Â©â¨¹¦¬""Oxford"," MS""",Mississippi,
"Â©¨¹¦Â©â¨¹¦¬""Raleigh"," NC""",North Carolina,
"neeraj Â©¨¹¦Â©â¨¹¦¬""Allen"," TX""",Texas,
Michael,"Rockwall, TX",Texas,
ATX Hyperbarics,"Austin, TX",Texas,
eddymedina,"Grand Pairie, Texas",Texas,
Aweys Shadali,"Arlington, TX",Texas,
MikeBallmontes#1 ,"Los Angeles, CA",California,
Conner Callaway,"Los Angeles, CA/Dallas, TX",Texas,
Colby Pippen,"Arlington, TX",Texas,
Smokeem Lottzareefer,"Wichita Falls, TX",Texas,
Mike BhÂ©¨¹¦Â©â¨¹¦¬Florida,Florida,,
Brian ONeil,"Brandon, FL",Florida,
Garret Rivera,WI,Wisconsin,
Colin Bibb,"Boerne, TX",Texas,
Amara,"Memphis, TN",Tennessee,
o,"Dallas, TX",Texas,
Chris Folse,"Dallas, TX",Texas,
Austin Davis,"Raleigh,NC",North Carolina,
Christian lozoya,"Arlington, TX",Texas,
"DC hoeÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Fayetteville"," NC""",North Carolina,
Carson Chandler,"Arlington, TX",Texas,
DeVonte Holloman,"Beaufort, SC",South carolina,
Howard Pitts II,"Desoto, TX",Texas,
"
'Â©¨¹¦Â©â¨¹ till 45 is gone!",Atlanta,Atlanta,
Ross Wall,"Dallas, TX",Texas,
Jeff Gerlach,Minnesota,Minnesota,
Kyle E Borne,"Fort Worth, TX",Texas,
Conner Meyer,"Irving, TX",Texas,
David Boa,"Austin, TX",Texas,
Eric,"Spokane, WA",Washington,
Marqus Brooks,Virginia,Virginia,
Sumari Gadson,"Faith, NC",North Carolina,
"The Kid Â©¨¹¦Â©â¨¹¦¬""Louisville"," KY""",Kentucky,
1 of 1 ,"Denton, TX",Texas,
Caleb Lavis,"Arlington, Texas",Texas,
"Elvis Below Â©¨¹¦Â©â¨¹¦¬""Mesquite"," TX""",Texas,
Yity,"Monsey, NY",New York,
Kebitoo,"Dreamville , TX",Texas,
"JustinHewittÂ©¨¹¦Â©â¨¹¦¬""Memphis"," TN """,Tennessee,
Josh Zabransky,"southlake, TX'¢ótillwater, OK",Oklahoma,
Bottle,"Dallas, TX",Texas,
Steffan Melnar,"Denton, TX",Texas,
Michael Dugat,"Dallas, TX",Texas,
Robert Chatman,"Fate, TX",Texas,
Draco Hold1hunnid,"Lumberton, NC",North Carolina,
Patrick Horn,"Holt, MI",Michigan,
Chris,"Denton, TX - Newton, KS",Kansas,
andevans,"Austin, TX",Texas,
Hall,Texas,Texas,
Cimmeron,"Dallas, TX",Texas,
,"Gainesville, TX",Texas,
,"Ennis, TX",Texas,
,"Middlesex, NJ",New jersey,
,"Dallas, TX",Texas,
,"Sunnyvale,TX",Texas,
,"Dallas, TX",Texas,
,"Greensboro, NC",North Carolina,
,"Dreamville, NC  ",North Carolina,
,"Dallas, TX",Texas,
,"West Valley City, UT",Utah,
,"Fort Worth, Texas",Texas,
,"Denver, CO",Colorado,
,"Dallas, TX",Texas,
,"Raleigh, NC",North Carolina,
,"Dallas, TX",Texas,
,"Raleighwood, NC",North Carolina,
,"Rochester, NY",New York,
,"Toronto, ON -- Huntington, NY ",New York,
,"Gary, IN",Indiana,
,"Dallas, TX / Norman, OK",Oklahoma,
,"Marietta, GA",Georgia,
,"Columbus, OH",Ohio,
,"Gallup, NM",New mexico,
,"Kannapolis, NC",North Carolina,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Fort Dodge, IA",Iowa,
,"Richmond, VA",Virginia,
,"Princeton, NJ",New jersey,
,"Brooklyn, NY",New York,
,"Houston, TX",Texas,
,"Edmond, OK",Oklahoma,
,"Dallas, TX",Texas,
,"Shreveport, LA",Louisiana,
,"Charlotte, NC",North Carolina,
,"Charlotte, NC",North Carolina,
,"Maplewood, MN",Minnesota,
,"Pensacola, FL",Florida,
,"PG County, MD",Maryland,
,"Nawf Dallas, TX",Texas,
,"Ennis, TX",Texas,
,"Kennesaw, GA",Georgia,
,"Arlington, TX",Texas,
,"Buffalo, NY",New York,
,"Petersburg, VA",Virginia,
,"Houston, TX",Texas,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Portland, OR",Oregon,
,Texas,Texas,
,"Chicago, IL",Illinois,
,"Philadelphia, PA",Pennsylvania,
,"Prosper, Texas",Texas,
,"Sanford, NC",North Carolina,
,"Odessa, Texas",Texas,
,"Chicago, IL",Illinois,
,"Queens, NY",New York,
,"Colleyville, TX",Texas,
,"Maxton, NC",North Carolina,
,"Stoughton, MA",Massachusetts,
,"Dallas, TX",Texas,
,"Kennesaw, Georgia",Georgia,
,"Las Vegas, NV",Nevada,
,"Boston, MA",Massachusetts,
,"Raleigh, NC",North Carolina,
,"Dallas, TX",Texas,
,"St Clair Shores, MI",Michigan,
,"Queen City, NC",North Carolina,
,"Cincinnati, OH",Ohio,
,"Raleigh, NC",North Carolina,
,"Nashville, TN",Tennessee,
