V1,V2,Dennis Cliff Smith,
Jason La Rocca,"Melbourne, Victoria",Virginia,
Cristiano Rios,"Lubbock, TX",Texas,
Lili Binetti,"Pflugerville, TX",Texas,
Jesus Chavez lll,"Fort Worth, TX",Texas,
Shiddy,"Los Angeles, CA",California,
"Zack¬©®π¶¬©‚®π¶¨""Portland"," OR""",Oregon,
Matthew Chigi,"Los Angeles, CA",California,
Logan Blanchard,"Willard, Ohio",Illinois,
Patrick McGing,"Park Ridge, IL",Illinois,
Na-lee-yuh,"Dallas, TX",Texas,
Elijah,"Minneapolis, MN",Minnesota,
King James,"Fayetteville, NC",North†Carolina,
Mathew Miller,"Freeport, IL",Illinois,
Grant Pearson,"Chesterton, IN",Indiana,
Andres Camilo,"Houston, TX",Texas,
Kaan Erel,"Boston, MA",Massachusetts,
Angie Mejia,"Dallas, TX",Texas,
TRIGGA,"Honolulu, HI",Hawaii,
Isaiah,"Dallas, TX",Texas,
Xavier,"New York City, NY",New†York,
Pete Retweet,"Orono, ME",Maine,
Mitch Andress,"Sarasota, FL",Florida,
Alan Williams,"Keller, TX",Texas,
D.W,Scarborough,Maine,
Devin Richards,"West Hartford, CT",Connecticut,
krzysztof,"Krakow, Poland",Maine,
LaMike Ball,"Tampa, FL",Florida,
Gary Maynard,"Biscoe, NC",North†Carolina,
G Brar,"Chicago, IL",Illinois,
Alix Jay,"Mabank, TX",Texas,
Cameron DeLand,"Denton, TX",Texas,
Deon Martinez,Dallas,Pennsylvania,
Zaeway,"Fayetteville, NC",North†Carolina,
kyra philbrick,"Grovetown, GA",Georgia,
ev,"Tempe, AZ",Arizona,
Shumaail Noorali,"Dallas, TX",Texas,
Kyle Mahaffey,"Reno, NV",Nevada,
stetof,Paris,Maine,
Drew Czosek,"Rita Ranch, Tucson",Arizona,
Jack Moch,"Orlando, FL",Florida,
logi,"Fort Worth, TX",Texas,
Micheal Hester,"Dallas, TX",Texas,
K.no.E,"Conroe, TX",Texas,
brock smalley,"Midlothian, TX",Texas,
King Jewels,"Dallas, TX",Texas,
Garrett Leake,"Dallas, TX",Texas,
bjizzle ¬©®π¶¬©‚®π¶¨Cleveland ,New York,,
"kenny the one with neon guts ¬©®π¶¬©‚®π¶¨""Knoxville"," TN""",Tennessee,
Sweetness,"Chino, CA ¬® Roy, UT",Texas,
"Bb¬©®π¶¬©‚®π¶¨""Jacksonville"," FL""",Florida,
Kobebean24,"Ontario, Canada",Kentucky,
Julian,"Szczecin, Poland",Maine,
Kasie Theus,"Memphis, TN",Tennessee,
Noah Scott,"Moorefield, WV",West Virginia,
T.Lr0r0,"Martinsburg, WV",West Virginia,
HB Zae,"Fayetteville, NC",North†Carolina,
Aaron,"Wilmer, TX",Texas,
Trace,"Detroit, MI",Michigan,
SauceMan,"Flomaton, AL",Alabama,
"FYAYBYIYAYNY ¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Vinton","Louisiana""",Missouri,
"marcoo!""","Mesquite, TX - Austin,TX",Texas,
Kim Jakobsen,Denmark,Maine,
Hugo Vo$$,"Dallas, TX",Texas,
Saad Rehman,"McKinney, TX",Texas,
Alexxx,"Norwalk, CA",California,
Dimeji Oladebo,"Toronto, Ontario",New York,
lilmaverick,"Augusta, GA",Georgia,
"¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Decatur"," GA""",Georgia,
MKE  ¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π CW,"Milwaukee, WI",Wisconsin,
Bill Stromberg,Dallas,Pennsylvania,
Karan James,"Glenview, IL",Illinois,
"BCM Dre ¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Pine Bluff"," AR""",Arkansas,
Julio,"Dallas, TX",Texas,
Neil Coffman,"Mesquite, TX",Texas,
Cassidy Pate,"Wake Forest, NC",North†Carolina,
Torjanaa,"Augusta, GA",Georgia,
rjpags77,"Clarence, New York",New York,
Javar Stevens,"Chicago, IL",Illinois,
HighLife &,"Providence, RI",Rhode island,
fabio,"Dallas, TX",Texas,
##Wedemboyz##,"North Charleston, SC",South carolina,
Jackson Deaver,"Fayetteville, NC",North†Carolina,
Darryl Brown,"Cleveland, OH",Ohio,
Anthony Pomykala,Sudbury,Massachusetts,
GabbyRogalevich,"Chicago, IL",Illinois,
Sean Khan,"Bronx, NY",New†York,
kevious middlebrooks,"Lincoln Park, GA",Georgia,
J Walton,"Houston, TX",Texas,
Robert Smart,"New Braunfels, TX",Texas,
Mike Berberich,"Dallas, TX",Texas,
YoungLatti,"Quincy, IL",Illinois,
Clay J,Wylie,Texas,
Jason Skalski,"East Aurora,  NY",New†York,
Fuego James,"Dallas, TX",Texas,
Urban Outdoorsman,"Raleigh, NC",North†Carolina,
Local Snack,"Fort Worth, TX",Texas,
Lavardi Mance,"Buffalo, NY",New†York,
boyan boyanov,"Reading, England",Arkansas,
Zee6 ,"Monroe, LA",California,
Clayton H,"Seattle, WA",Washington,
Evan O'Neill,"San Diego, CA",California,
rckless,"Wake Forest, NC",North†Carolina,
Jordan Crosby,"Plano, TX ",Texas,
Jay Houdini ¬©®π¶¬©‚®π¶¨Jupiter,Florida,,
a nigga with a psp,"Toronto, Ontario",New York,
Matthew Bush III,Houston,Pennsylvania,
Phoenix,"Arlington, TX",Texas,
Kile,Sacramento,Pennsylvania,
Colin Hobbs,"Las Vegas, NV",Nevada,
"Pmoe¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Augusta"," GA""",Georgia,
Ridge Walker,"Houston, TX",Texas,
Josh Bryant,"Plano, TX",Texas,
Chad K,"Fargo, ND",North Dakota,
Isaiah Beaudry,"Long Beach, CA",California,
Dylan Weimer,"North Richland Hills, TX",Texas,
Jalon Bethea,"Durham, NC",North†Carolina,
Panthers Basketball,"Frisco, TX",Texas,
David Davalt,"Austin, TX",Texas,
tayler dunlap,"Austin, TX",Texas,
"dame sok ¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Lynn"," MA""",Massachusetts,
Dennis M. Sullen,"Florence, SC",South carolina,
Lu Fasco =0¢º ,"Augusta, GA",Georgia,
paul,NJ,New jersey,
Hall,"Bolivar, MO",Missouri,
Brandon,"The City Beautiful, FL",Florida,
Connor,"Dallas, TX",Texas,
"Dee!""","Los Angeles, CA",California,
Anthony Bloodain,"Ft Worth, TX",Texas,
IssaKnifeBlood,"Atlanta, GA",Georgia,
Daniel,"Morton, IL",Illinois,
Ghiahoffarth,"Fayetteville, NC",North†Carolina,
"yk.Alex¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Macomb"," MI""",Michigan,
Akeem Bennett,"Bronx, NY",New†York,
Cindy Cunningham,"Daytona Beach, FL",Florida,
Angel Saint-Hilaire,"Yonkers, New York",New York,
Michael J. Hill II,"Fort Myers, FL",Florida,
Don Garrett,"Charlotte, NC",North†Carolina,
Jon Aegon Targaryan,"Bay Area CA, ' Las Vegas, NV",Nevada,
Dylan,"Kitchener, Ontario",New York,
Tristan,"Brooklyn, NY",New†York,
DarrylBlairDFWSports,"Dallas, TX",Texas,
7  Shantas Nixon,"Tallahassee, FL",Florida,
Isaac Palikodath,"Lodi, NJ",New jersey,
El Jfe,"Radford, VA",Virginia,
"meech¬©®π¶¬©‚®π¶¨""Los Angeles"," CA""",California,
Duces Blowbama,"Cedarbrook, Philadelphia",New York,
JaviP,"Dallas, TX",Texas,
Roger Bullard,"Beaver Dam, NC",North†Carolina,
Danny Hampton,"Denton, TX",Texas,
Jason Santos,"Fort Stewart, GA",Georgia,
Roc Waites,"Fort Worth, TX",Texas,
Mark Hazzard,"Jacksonville Beach, FL",Florida,
Nick Jones,"Garner, NC",North†Carolina,
KJ Karanja Jr.,"Blaine, MN",Minnesota,
RoyceWall58,"Ruston, LA",California,
Sterling Moore,"Goshen, KY",Kentucky,
"Gavin Basketball¬©®π¶¬©‚®π¶¢"",Adairsville"," GA""",Georgia,
Max Barrett,"Omaha, NE",Nebraska,
"Rey¬©®π¶¬©‚®π¶¨""Brush"," CO""",Colorado,
Metro City Hoops,"Memphis, TN",Tennessee,
Tory J Blain,"Eagle Mountain, UT",Texas,
Filip JedliDski,"SBupsk, Poland",Maine,
Matt Fuller,"Tulare, CA",California,
James (GB 5-5),"Medina, OH",Ohio,
Gareth A.T. Henry,Jamaica,Vermont,
Harrison Hayse,"Winston-Salem, NC",North†Carolina,
Aivan Le'Villamayor,"Las Vegas, NV",Nevada,
Mitch McCann,Cleveland,New York,
Patrick Jaklin,"Troms, Norway",Maine,
Ettesaf Yahia,"Irving, TX",Texas,
Pj reidout,"Bakersfield, CA",California,
Travis Riffey,"Fargo, ND",North Dakota,
David McGarvey,"Denver,CO",Colorado,
TheRealLilYoutubee,"Jackson, MS",Mississippi,
Matthew D,"Lubbock, TX",Texas,
Justin Gay,"Houston, TX",Texas,
CountryRich Tob,"Okahumpka, FL",Florida,
Alex Keys,"Gilbert, AZ",Arizona,
Curran Pelletier,"Millis, MA",Massachusetts,
Robert Boyd,"Clarksdale, MS",Mississippi,
Michael Hoheisel,Berlin,Massachusetts,
Chris,"Baltimore, MD",Maryland,
Denzell Newsome,"Arlington, TX",Texas,
P+Dennis RomeroP+,New York,New York,
Xavier Rios,"Orlando, FL",Florida,
Kristian Smith,"Liberty, MO",Missouri,
Mark,New York,New York,
kev,"Lakeland Heights, TX",Texas,
Nick Ross,"Corvallis, Oregon",Ohio,
Marcus Tidwell,"Kennedale, TX",Texas,
Kevin Rizzo,"The Woodlands, TX",Texas,
B L K M G O e&,"West Louisville, KY",Kentucky,
Ryan,"Brownwood, TX",Texas,
Russell Chappell,"Bowie, TX",Texas,
Andy Pappas,"Salem, OH",Ohio,
Max Jawn,"Danielson, CT",Connecticut,
suce phroh,"Urbandale, IA",Iowa,
Joshua Morales,"Santa Paula, CA",California,
Taajh Waters,"Portsmouth, VA",Virginia,
T.y.c.h.i.c.u.s.,"Twin Falls, ID",Idaho,
Ill Will,"Dallas, TX",Texas,
Michael Danser,"St Louis, MO",Missouri,
Miles Calloway,"Dallas, TX",Texas,
CoachLew,Jackson,New Hampshire,
rod bangert,"Leland, NC",North†Carolina,
/'Keenan Watson/',"Port Arthur, TX",Texas,
Jayson Daniels,Greenville ,Rhode Island,
Mickey,"Tucson, AZ",Arizona,
Koby Barnett,"Buena Vista, MI",Michigan,
FORVERTRULY69,"High Point, NC",North†Carolina,
Brandon X. Ingram,"Los Angeles, CA",California,
Steven Cardona,"Tampa, FL",Florida,
Kenneth Allen,"Middlesex, NC",North†Carolina,
"¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Fort Worth"," TX""",Texas,
Reignman40,Lyon,Mississippi,
Jake Taguiang,"London, England",Arkansas,
Thanks Ugly Dev,"Denton, TX",Texas,
Anthony Boulos,"London, England",Arkansas,
"¬©®π¶¬©‚®π¶ÃIL-T¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Lakeland"," FL""",Florida,
Malik Burnett,"Raleigh, NC",North†Carolina,
Tony Michael,Dallas,Pennsylvania,
R,"San Diego, CA",California,
JUICE'¬©®π¶¬©‚®π¶‘imezz,"North$ide, GA",Georgia,
Jonathan ~|Jonny|~,"Davis, CA",California,
Nay Quan,Hampton,New Hampshire,
Daniel Gamez,"Lubbock, TX",Texas,
Derek Taylor,NC,North†Carolina,
Joseph hyland,"Nashville, TN",Tennessee,
r[r§∫_,China,Texas,
"b ¬©®π¶¬©‚®π¶¨""Wilson"," NC """,North†Carolina,
Sam,"Parlin, NJ",New jersey,
KEV BELL,Harlem,Georgia,
James Pennington,"Santa Rosa, CA",California,
Mr. Cross,"Charlotte, NC",North†Carolina,
Ryan Blackman,San Diego,Texas,
Quinton Strong,"Tampa, FL ",Florida,
Jordan Rivard,"Sacramento, CA",California,
"Bamba¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Neosho"," MO""",Missouri,
Matt Scott,"Danville, IN",Indiana,
Nino Morrison,Los Angeles,California,
kevin,"Rocky River, OH",Ohio,
Daniel Kingery,"Elkhorn, NE",Nebraska,
NBA.com,"Atlanta, GA",Georgia,
"deesobrazy¬©®π¶¬©‚®π¶¨""Atlanta"," GA""",Georgia,
Chris Crites,"Cypress, TX",Texas,
Ja'Melle Williams,"Clinton, NC",North†Carolina,
TreyDay,"Dallas, TX",Texas,
Jackson Brodie,New York,New York,
Kell&,"Houston, TX",Texas,
Luca Cristofoli,"Peel, Ontario",New York,
Chad,"Raleigh, NC",North†Carolina,
Mohamed Sakho Diaby,"Los Angeles, CA",California,
Prentice W. Young ,"Chula Vista, CA",California,
Michael Dominguez,"Paterson, NJ",New jersey,
J.WRIGHT !,VA,Virginia,
Matt Weatherly,"Greensboro, NC",North†Carolina,
Aiden Jones,"Clinton, IN",Indiana,
Jeff Ferrara,Toronto,Ohio,
Josh Carver,"Fort Collins, CO",Colorado,
Matthew Green,"Texarkana,TX",Texas,
"#KarimEnEDF ¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Chicago"," IL""",Illinois,
Twaxx¬©®π¶¬©‚®π¶À,"Baytown, TX",Texas,
Yvette Bruce,"Alexandria, VA",Virginia,
Brazy Spazz,"Selma, NC",North†Carolina,
Kevin Deaver,"Frisco, TX",Texas,
BOSS.,Jamaica,Vermont,
Jr Norfleet,"Fayetteville, NC",North†Carolina,
"Kalah¬©®π¶¬©‚®π¶¨""Killeen"," TX""",Texas,
Adrian Pulido,"Sugar Land, TX",Texas,
Alex,"Fayetteville, NC",North†Carolina,
"DeAndre¬©®π¶¬©‚®π¶¨""Winnemucca"," NV""",Nevada,
Mrs. Bird,"Dallas, TX ",Texas,
"""8 """,Toronto,Ohio,
Ryan Schulze,"Carlsbad, CA",California,
Swaggy B,Fort Worth,Texas,
Jesse,Michigan,North Dakota,
Jason Harper,"Dallas, TX",Texas,
Okan Mustafa,"Miami, FL",Florida,
Brent Tignor,"Ridgewood, NJ",New jersey,
Eric¬©®π¶¬©‚®π¶¨Cleveland,New York,,
Miciah Hutchinson,"Havelock, NC",North†Carolina,
CARLOS GOMEZ,"LANSING, MI",Michigan,
Buttons,Mexico,Maine,
Cglo Wavy,"Chicago, IL",Illinois,
Najatte Yahay,"Greensboro, NC",North†Carolina,
Caitlin Brink,"Cleveland, MN",Minnesota,
Shane Potter,"Eugene, OR",Oregon,
Marc Luther,"PDX, OR",Oregon,
Cam Cam Bam,"Seattle, WA",Washington,
Rashawn,"Bluefield, WV",West Virginia,
Brian Williams,"Highlands Ranch, CO",Colorado,
V I S H N U,"San Diego, CA",California,
Kb Konnen,"Greensboro, NC",North†Carolina,
Dallas Hilton,"Chicago, IL",Illinois,
RJ,"Buffalo, NY",New†York,
Raheem Milner,"Clarksville, TN",Tennessee,
Eric Marturano,Philadelphia,New York,
~& (5-5),"Dallas, TX",Texas,
Enrique / R,"San Diego, CA",California,
Adrian Argona,Dallas,Pennsylvania,
IG: FOH_imChulie,"Ocala, FL",Florida,
¬©®π¶¬©‚®π¶‘re' MuLA¬©®π¶¬©‚®π¶¨Earth,Texas,,
Mr. Ross,"Columbia, SC",South carolina,
Sean Ross,Chapel Hill,North Carolina,
OyTheBillybumbler,Earth,Texas,
forgiven,Burlington,Massachusetts,
Brady Hughes,"Westborough, MA",Massachusetts,
Dante Hage,"St Clair Shores, MI",Michigan,
"SpOoKY sTEvEAsy¬©®π¶¬©‚®π¶¨""Garland"," TX""",Texas,
Sebastian Hetman,"Wroclaw, Poland",Maine,
Devin Jenkins,"Gahanna, OH",Ohio,
Dennis Stoutenburgh,"Dallas, TX",Texas,
Jerard Swan,"Milwaukee, WI",Wisconsin,
Ô¢ÅD0{k^y,"Staten Island, NY",New†York,
average_gamer_tre,"Newport News, VA",Virginia,
Carson Barber,"Lubbock, TX",Texas,
Ahunnaaa,Raleigh,West Virginia,
Duane Maricheau,Toronto,Ohio,
Tyler Rodriguez,"Plainfield, IL",Illinois,
Rob Taylor,"Wake Forest, NC",North†Carolina,
Dom Marshall,Las Vegas,New Mexico,
Mortada,"Lynn, MA",Massachusetts,
Kiylan Bugg,"Elyria, OH",Ohio,
OFFICIALPATEGEE,"Long Island, New York",New York,
Raphael Moreno,"Carrollton, TX",Texas,
David,"Seattle, WA",Washington,
Ronnie,"Scottdale, PA",Pennsylvania,
"Lountz!""",Athens,Maine,
joe sanders,Dallas,Pennsylvania,
Hoover Books & Sport,New York,New York,
Boston ¬©®π¶¬©‚®π¶¨Boston,Massachusetts,,
Young Seed,"Dallas, Texas - Tampa, Florida",Puerto Rico,
Rob.,"Kensington, Brooklyn",Connecticut,
Liam Nee,"Boston, MA",Massachusetts,
Jay Gonzalez,"Dallas, TX",Texas,
Peter Fahrni,"Massillon, OH",Ohio,
"Treyana Danae' ¬©®π¶¬©‚®π¶¨""Killeen"," TX""",Texas,
k[Ô¢®πck,"Manhattan, NY",New†York,
Kenneth Chu,"Richmond Hill, Ontario",New York,
Coziest ¬©®π¶¬©‚®π¶À,"Alexandria, LA",California,
Chuck Wolken,"Plano, TX",Texas,
Matthew Okoye,"Grand Prairie, TX",Texas,
"Rock ¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π&¬©®π¶¬©‚®π¶¨""East Sumter"," SC""",South carolina,
Joseph Scott Hardee,"Fort Worth, TX",Texas,
Diablo Verde,"Atlanta, GA",Georgia,
Zach Lathrop,"Savannah, GA",Georgia,
BeautifulMuthaFucka,GA,Georgia,
masonorr,"Fort Worth, TX",Texas,
LEEKO (OKC 75-7),Chicago,Illinois,
Chris Hsiao,"Dallas, TX",Texas,
Bumpy Johnson,"New Britain, CT",Connecticut,
Fry,"Cincinnati, Ohio",Illinois,
Chris &,"Southside, AL",Alabama,
Seven,"Channelview, TX",Texas,
J.Gruszka,"Mesquite, TX",Texas,
"r. p. craven ¬©®π¶¬©‚®π¶¨""funkytown"," TX""",Texas,
1knyz[&,"York, PA",Pennsylvania,
Galley Stores,"New Bern, NC",North†Carolina,
Matt Waaland,"Hartford, CT",Connecticut,
Hunter Brauer,"Fort Worth, TX",Texas,
Roger Greenlee,"Kunming, China",Texas,
Brett Oswalt,"Pittsburgh, PA",Pennsylvania,
Taylor Dulaney,"Chapel Hill, NC",North†Carolina,
Real Talk X-men,"Dallas, TX",Texas,
Garrett Daly,"Toronto, Ontario",New York,
Brian Moorehead,"Honolulu, HI",Hawaii,
malcolm shakur,"Dallas, TX",Texas,
Sa'Von Newsome,Indiana ,Pennsylvania,
Rob Pitt,Derby,Vermont,
Hernandez_Ornelas_J,"Goldsboro, NC",North†Carolina,
Adam Rosen,"Dallas, TX",Texas,
James Payne Jr.,"Atlanta,GA",Georgia,
"Dez Miller!""","Vicksburg, MS",Mississippi,
Blake B,"Texas, Dallas",Pennsylvania,
Kevy,Canada,Kentucky,
Michael Daniel Sr,"Tyler, TX",Texas,
Rodrigo Mendoza,"Dallas, TX",Texas,
Garry Battle,"Dallas, TX",Texas,
Rick Burton,"Flossmoor, IL",Illinois,
girth.,Fort Worth ,Texas,
Micah  ¬©®π¶¬©‚®πf&,"Jefferson City, MO",Missouri,
Brittney D.,"Columbus, Ohio ",Illinois,
ali,"San Diego, CA ",California,
Kyle Julius,Chicago ,Illinois,
Christian Harris,Mars,Pennsylvania,
Prescott Vetter,"Southlake, TX",Texas,
Lakers '17-'18Champs,"Escondido, CA",California,
Kangaroo,"The Colony, TX",Texas,
Teamtakeover4life,"Duncanville, TX",Texas,
dylan,"Denton, TX",Texas,
ILOVEjuan,"Portland, OR",Oregon,
sam,"Napa, CA",California,
~ U;; ~,"Fucking your mom, MA",Massachusetts,
Jason Sasser Jr.,"Dallas, TX",Texas,
"¬©®π¶¬©‚®π¶¨""Bad News", VA'¢«reensboro," NC""",North†Carolina
JP,"Cincinnati, OH",Ohio,
nathan godoy,"Inglewood, CA",California,
benzel pugh,"Chicago, IL",Illinois,
Leilani aka Lei Lei,"Scottsdale, AZ",Arizona,
Adam Quintero,"Charlotte, NC",North†Carolina,
Santiago,"Mission, TX",Texas,
Lee,China,Texas,
Wyatt Owens,Tower,Michigan,
Boomer Bakich,"West Point, NY",New†York,
LeBron,"Brodheadsville, PA",Pennsylvania,
Alejandro,"Houston, TX",Texas,
"Ny Tyson ¬©®π¶¬©‚®π¶¨""Lima"," OH""",Ohio,
And#3,"Sabalos, Mayaguez",Puerto Rico,
Douglas Smith,Tulsa,Oklahoma,
¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨DFW,Texas,,
Chewey,"Dallas, TX",Texas,
RJayy Rose,"Brooklyn, NY",New†York,
#RiP2 < ,"Nearest Gym, TX",Texas,
Groovy Lo,"Compton, CA",California,
Jay Howard,"Ottawa, KS",Kansas,
"jaylen (:' ¬©®π¶¬©‚®π¶¨""Mansfield"," TX""",Texas,
P.Breezy,"Atlanta, GA",Georgia,
Bryan,"Dallas, TX",Texas,
Jeremy Cruz,"Santa Cruz, CA",California,
Joshua Heyward,"Charlotte, NC",North†Carolina,
Skyler Hefley,"Tyler, TX",Texas,
InRomoWeTrust,"Waco, TX",Texas,
Money,"Dallas, TX",Texas,
michael mandala,"Tucson, AZ",Arizona,
MikeZ,NY,New†York,
"RodneyJohnsonJr¬©®π¶¬©‚®π¶¨""Bryan"," TX""",Texas,
John Smist,"Wilmington, NC",North†Carolina,
Enrique Gomez,"Houston,TX",Texas,
TOLO,"Bay Area, CA",California,
Cathy Procton,"High Point, NC",North†Carolina,
ROSAS,"Oak Cliff, TX ",Texas,
Arthur Chavez,"Lakeway, TX",Texas,
Kayliyah Williams,"Huntsville, TX",Texas,
RUL,Whittier,North Carolina,
Jhamad Norwood,"Los Angeles, CA",California,
RONDOFTH,"Carthage, TX",Texas,
Marquez Hurst,"Winston-Salem, NC",North†Carolina,
Damon Williams,"San Jose, CA",California,
Aris Morton,"San Francisco, CA",California,
Matthew Swanson,"Winter Park, FL",Florida,
Daniel Smith,"Oklahoma City, OK",Oklahoma,
Dee(',"Rowlett, TX",Texas,
Craig Black,"Spearman, TX",Texas,
BABYKTHESTAR,"DALLAS, TX",Texas,
Paul Andre,"Dallas, TX",Texas,
Colin Gallagher,Brooklyn,Connecticut,
Michael Obi,"Dallas, TX",Texas,
Blake,"Allen, TX",Texas,
Javon,"Oklahoma City, OK",Oklahoma,
Hope Dorton,"Tampa, FL",Florida,
Vince Owen Then,Earth,Texas,
Zack Trivedi,"Chicago, IL",Illinois,
Kayia Starling,"Fayetteville, NC",North†Carolina,
Eric,"Seattle, WA",Washington,
Brian Loring,"Portland, ME",Maine,
Josiah,"San Diego, CA",California,
Michael O'Grady,"Fort Worth, TX",Texas,
KD Hays ',Houston ,Pennsylvania,
"Huey Freeman
'¬©®π¶¬©‚®π¶¢,Astroworld"," TX""",Texas,
chim,TX,Texas,
TDL_TEXAS,"DEE-EFF-DUB, TX",Texas,
Ari Levy,San Francisco,California,
Rob Mani,"Weymouth, MA",Massachusetts,
david,"Perry Hall, MD",Maryland,
"¬©®π¶¬©‚®π¶¨""St Louis"," MO""",Missouri,
Al Pacino,"Los Angeles, CA",California,
Sam Swift,"Toledo, OH",Ohio,
Monica Borja,"Dallas, TX",Texas,
Dez Perkins,Baton Rouge,Louisiana,
A√ºj,"Dallas, TX",Texas,
Fuze Ex,"Plano, TX",Texas,
D.A.,"Los Angeles, CA ",California,
Detroit Red,Earth ,Texas,
¢ awan ¬©®π¶¬©‚®π¶®14-2&),"New Orleans, LA",California,
will cannon,"Orange County, CA ",California,
AnimeHunter,"Americus, GA",Georgia,
Josh Brown,"Tulsa, OK",Oklahoma,
¬©®π¶¬©‚®πboofmane OUT NOW¬©®π¶¬©‚®π¶¨NASA,Virginia,,
SP,Maryland,New York,
"¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Roanoke"," Virginia""",Minnesota,
austin barrera,"Ireton, IA",Iowa,
#SosaKobra,"Chattanooga, TN",Tennessee,
"V-Mac¬©®π¶¬©‚®π¶¨""Statesboro"," GA""",Georgia,
Mr. BranBo ¬©®π¶¬©‚®π¶¨Baltimore,Maryland,,
Mirandaa,"San Marcos, TX",Texas,
"Evander Pierre ¬©®π¶¬©‚®π¶¨""Boston"," MA""",Massachusetts,
Kenyatta Battle,"San Antonio, TX",Texas,
Marco Avila,"Rockwall, TX",Texas,
Hayden,"Fort Worth, TX",Texas,
Dzifa,"Tyler, TX",Texas,
"#RipNate¬©®π¶¬©‚®π¶¨""New Orleans"," LA""",California,
saydou sow,"Memphis,Tennessee",Illinois,
Ruben Garza,"Dallas, TX",Texas,
Brad Beheler,"Waco, TX",Texas,
RaShawn Calvert,"McPherson, KS",Kansas,
Zy'Terrius bates,"Lebanon, TN",Tennessee,
Edmooooo5,"Broken Arrow, OK",Oklahoma,
Justin Fitzgerald,"Grapevine, TX",Texas,
Tray4Three,"Atascocita, TX",Texas,
Adam,"Dallas, TX",Texas,
D_M_,"Charlotte, NC ",North†Carolina,
Daniel Candanoza,"Progreso, TX",Texas,
Ed,Pocatello,Idaho,
Iamjakestyron,"Raleigh, NC",North†Carolina,
TheBigEboss,DFW,Texas,
Dave shin,"Plano, TX",Texas,
=0¢Âgan,Jersey,Virginia,
HoodieChris,"Harrisburg, PA",Pennsylvania,
brock mccarty,"Heath, TX",Texas,
Kobe M1l gr4l,"Los Angeles, CA",California,
ChrisWilliams,"Tyler, TX",Texas,
Hunter Pruitt,Dallas ,Pennsylvania,
Ben Haase,"Dallas, TX",Texas,
Joseph Sudberg,"Great Neck, NY",New†York,
Chris Godwin,"Dallas, TX",Texas,
7Texas7,"Dallas, TX",Texas,
Michael Meadows-',"Arlington, TX",Texas,
Takyra Kianna Marin,"Fort Bliss, TX",Texas,
JR,"Dallas, TX",Texas,
Freddy Ventura,"Lawrence, KS",Kansas,
John Dixon,"Princeton, TX",Texas,
matthew trembley,"Normal, IL",Illinois,
Gennadiy Shevtsov,"Orange Park, FL",Florida,
-'Dez Caught It-',"Greenville, NC",North†Carolina,
La Farah,"Dallas, TX",Texas,
Ethan Oliver,"Southlake, TX",Texas,
Keller Boothby,"Dallas, TX",Texas,
Du'Ron,MA,Massachusetts,
Jeff Logstn,"Arlington, TX",Texas,
A.B.&,"Seaside, CA",California,
L'ayflowerL'ike ¬©®π¶¬©‚®π (SdS),"Columbus, OH",Ohio,
C.L. Burrough,"Irving,TX",Texas,
Steve Slobin,"Birmingham, MI",Michigan,
"CarissaWho ¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Baltimore"," MD""",Maryland,
"¬©®π¶¬©‚®π¶¬©‚®π¶¬©‚®π¶¨""Tampa"," FL""",Florida,
Titans 6-4,KY,Kentucky,
Cedric Wilcots II,"Dallas, Tx ' Las Cruces,NM",New mexico,
Tuan,"Houston, TX",Texas,
Andrew Pelc,"Southbridge, MA",Massachusetts,
Collin Hart,"Lakewood, Dallas",Pennsylvania,
"Thomas '¢¬©‚®π¶¬©‚®π¶¨""Kirkland"," Washington""",New Hampshire,
Randy Cook,"Myrtle Beach, SC",South carolina,
Raeeeeeee .,"Fayetteville, NC ",North†Carolina,
Johnathon Brasfield,"Starkville, MS",Mississippi,
Caleb Miller,"Tyler, TX",Texas,
Tony,"Miami, FL",Florida,
Aaron Van Horn,"Ann Arbor, MI",Michigan,
